9.389,40.86,64.839,97.4,113.73,137.19,181.59,213.65,237.45,269.61,310.77,315.72
13.439,24.222,53.009,82.223,111.76,164.16,169.61,201.84,236.96,283.34,296.07,330.56
-7.0525,34.961,61.968,79.331,128.99,146.06,178.71,208.45,235.75,284.12,302.85,321.27
-12.272,42.81,56.191,96.544,127.66,136.59,191.06,207.8,239.02,262.42,303.77,315.19
13.615,20.202,61.75,99.537,130.25,145.18,177.05,217.92,228.06,278.74,311.71,320.09
-9.073,38.44,56.633,91.635,121.59,155.49,187.92,213.17,236.74,271.8,314.96,336.19
-5.4652,18.868,45.274,85.797,134.03,135.18,171.42,220.31,252.89,275.89,303.2,321.48
-11.97,37.161,56.161,92.786,109.43,142.61,193.08,200.09,237.07,273.95,302.05,344.62
13.546,41.271,58.329,98.08,121,138.46,165.92,207.55,248.68,264.51,296.65,324.03
-1.832,30.126,65.863,92.398,120.97,142.72,191.46,218.34,249.14,283.63,291.73,343.86
-6.8164,22.562,59.393,97.68,133.86,160.67,166.77,211.42,234.4,281.02,294.29,334.45
-2.0584,26.155,70.28,100.48,132.38,150.7,167.28,218.59,238.84,282.26,313.31,317.58
-2.7588,42.981,65.483,85.252,131.13,135.08,167.34,205.45,231.15,271.14,310.49,340.13
-9.5233,19.798,69.079,96.084,113.2,157.15,174.31,219.04,254.28,284.9,307.14,320.42
-12.217,15.231,63.114,85.015,105.3,142.41,185.85,214.9,240.1,268.08,290.67,325.74
-14.726,21.718,56.111,100.3,119.04,142.43,171.77,199.97,254.17,268.47,306.74,344.04
-14.934,41.476,63.558,103.37,109.22,162.49,189.23,215.62,248.4,272.09,293.79,322.52
5.7287,27.657,54.661,92.97,122.32,162.54,175.57,207.48,240.91,282.25,289.37,331.96
8.0676,42.752,50.869,79.29,112.67,137.54,168.98,205.09,253.15,255.56,313.38,322.48
-12.014,42.581,70.456,75.23,128.12,145.18,184.31,222.96,242.88,272.36,314.83,331.37
14.406,32.078,53.253,83.617,128.53,159.59,184.94,210.5,226.86,272.87,294.26,317.22
-5.1649,25.53,71.39,75.31,116.84,149.49,176.24,211.76,245.45,272.36,295.3,332.93
13.075,33.6,60.73,82.016,123.71,159.08,171.62,221.93,233.6,264.7,293.17,341.13
-3.0973,32.679,67.4,75.577,130.93,135.27,180.84,202.14,231.53,283.74,289.25,329.45
8.5999,27.61,73.021,86.309,122.67,163.77,168.93,207.27,243.96,268.66,302.1,343.85
8.2038,17.659,50.165,96.097,125.17,155.42,191.24,196.38,247.71,277.5,288.99,340.63
11.39,37.949,58.392,77.052,132.45,151.93,180.52,196.64,236.91,259.68,310.19,326.73
0.50639,36.952,51.455,80.178,111.9,147.22,188.2,215.37,240.59,268.2,305.86,337.16
-1.7173,32.009,50.338,91.332,113.89,153.77,179.15,205.28,246.15,261.21,287.33,328.14
4.0225,17.851,72.336,87.857,117.3,135.24,170.66,202.53,243.92,269.85,287.12,315.48
0.23307,26.243,67.78,75.953,129.73,138.01,182.02,204.56,225.29,269.78,293.89,320.42
-8.7287,18.136,56.035,94.314,126.52,161.98,190.18,201,247.66,274.57,291.68,316.72
-14.832,44.376,73.961,82.52,106.7,151.66,190.23,206.27,241.81,279.04,302.01,327.53
-0.49647,43.864,56.389,104.72,129.83,158.47,180.79,198.34,242.02,257.22,285.21,315.24
14.3,15.566,61.041,97.229,119.19,160.87,185.1,204.38,239.92,263.09,294.61,336.79
13.867,18.668,53.155,90.751,128.15,137.81,165.24,196.19,236.02,270.27,309.62,322.46
-4.5203,18.057,61.109,101.28,133.81,147.57,183.7,207.91,251.64,284.83,314.68,332.75
1.8326,28.044,59.241,84.516,126.13,143.51,181.62,209.34,242.39,269.9,311.59,324
-14.759,16.445,50.276,92.741,127.79,164.15,172.81,204.86,250.52,280.86,296.65,335.61
6.4634,25.45,67.629,101.63,131.33,135.2,168.23,215.72,249.07,265.44,290.05,315.92
6.1248,21.917,56.078,97.05,134.7,137.18,186.65,222.36,250.47,275.8,292.47,318.89
-5.5871,16.895,73.745,83.585,127.34,161.93,168.59,216.52,249.46,278.02,311.11,342.39
-14.084,43.62,53.117,101.27,125.3,163.05,168.61,200.89,236.53,275.42,306.04,320.55
-14.03,20.644,48.172,91.294,133.21,159.35,188.3,196.72,253.2,259.78,298.75,342.51
-9.9646,22.089,58.038,86.185,131.72,159.37,186.39,212.81,243.86,259.83,305.61,319.68
-1.3751,19.872,49.811,104.37,125.18,159.8,171.94,210.3,237.63,264.08,292.41,325.64
-4.0133,37.184,61.406,104.44,119.15,141.72,193.3,204.99,238.68,266.08,291.56,330.81
-0.30375,15.115,69.427,89.225,121.01,139.18,188.18,201.16,250.27,281.8,303.21,333.05
1.6318,15.966,52.342,87.926,106.17,139.25,182.72,198.73,254.74,275.04,313.4,342.71
-11.504,24.727,47.905,100.87,118.57,151.73,182.88,223.89,236.99,275.06,299.97,331.32
2.1354,44.059,45.378,96.422,134.74,140.93,179.4,219.55,229.8,276.94,314.62,321.46
-1.6397,17.701,48.673,89.576,129.97,139.15,187.91,220.65,240.91,261.54,286.91,337.49
-10.035,24.688,51.343,75.317,124,154.7,193.18,212.32,238.06,262,314.42,342.68
13.069,28.87,50.138,97.636,129.01,144.71,192.4,206.28,241.27,281.32,293.63,326.32
4.9101,39.719,58.046,89.484,129.39,143.56,194.62,221.3,225.01,266.02,313.42,340.4
-10.678,35.452,48.258,91.966,110.26,152.72,190.24,222.47,239.16,276.94,294.64,325.68
5.1146,19.861,69.318,85.279,133.58,139.27,176.56,196.56,226.62,256.69,287.58,341.2
8.3224,34.207,48.364,91.018,118.69,157.1,185.81,215.71,239.63,277.81,287.63,332.67
11.555,22.936,63.337,92.679,112.66,154.32,179.72,221.21,253.18,274.56,303.58,320.25
6.5934,23.368,59.043,91.45,117.89,158.61,168.2,219.5,243.56,256.03,301.54,320.7
-9.2613,26.075,63.303,87.366,114.66,142.17,182.52,209.16,235.02,284.19,298.94,323.46
7.3199,36.752,46.223,82.45,124.78,154.69,189.61,214.68,251.7,276.95,292.51,339.15
-13.646,37.739,66.673,75.776,111.1,153.57,176.29,219.98,239.16,258.26,313.66,343.15
-14.069,23.955,61.866,88.662,131.64,151.2,182.89,205.03,248.4,270.14,314.7,315.48
-2.8686,32.703,52.488,81.984,114.95,156.63,188.55,201.22,234.48,263.53,308.94,331.8
8.6067,38.276,51.858,88.803,114.28,158.55,173.89,222.63,250.73,268.59,314.54,340.76
-8.0283,31.048,73.275,101.93,122.84,148.28,186.26,206.15,240.36,267.63,304.23,335.15
3.7582,31.74,69.114,102.02,118.24,164.46,173.16,219.25,241.21,265.19,294.66,335.4
6.9213,33.406,47.484,95.874,130.97,160.25,167.66,198.92,231.17,263.03,305.66,319.36
0.54985,25.662,52.217,85.171,111.69,156.17,176.44,212.68,229.25,274.95,285.84,319.06
-1.5991,25.116,45.332,81.748,115.8,157.33,178.67,209.33,229.02,268.92,305.47,331.65
-14.316,34.736,72.903,76.617,131.36,155.28,194.81,215.94,238.37,272.48,309.55,333.27
0.1817,19.197,71.834,90.676,117.54,161.78,181.14,207.59,239.37,263.62,305.19,320.74
-3.3651,43.313,53.644,87.248,122.19,139.52,178.77,221.32,244.48,263.66,293.3,329.29
12.461,17.605,65.208,96.354,120.39,150.03,194.58,197.86,249.4,266.17,300.34,339.79
-11.544,43.348,49.895,96.355,112.09,161.94,189.53,198.19,238.24,268,307.08,332.62
4.6663,34.029,67.378,85.847,114.45,156.37,181.8,206.29,243.59,265.95,312.09,321.67
1.0604,24.02,51.079,99.032,128.68,158.14,174.33,217.31,226.22,272.28,288.87,321.4
