-3.2382,31.144,81.31,154.86,176.41,208.38,251.7,329.39
5.7903,37.976,88.571,124.59,162.38,223.96,278.6,314.72
-17.919,33.031,93.393,150.33,166.2,235.13,275.78,306.29
1.2239,67.249,106.46,149.53,165.06,202.94,249.07,310.08
1.3287,57.13,111.86,122.14,188.54,210.34,278.94,298.02
15.183,30.863,78.497,136.61,200.39,234.39,272.31,293.07
7.5054,25.579,85.033,132.55,193.9,237.24,291.08,333.3
-4.1037,64.955,107.17,149.02,181.76,230.61,273.19,325.96
14.268,51.115,89.672,130.42,179.42,244.86,269.94,299.43
-19.088,31.534,105.45,146.28,201.42,241.87,281.28,318.56
15.422,32.016,78.526,142.89,192.49,230.02,247.8,321.13
14.913,60.094,93.742,155.25,166.15,228.54,289.83,315.4
-8.8064,52.818,94.976,145.07,201.49,202.78,289.05,307.01
-13.654,67.399,78.976,120.52,188.06,232.66,253.53,307.04
-18.363,31.822,97.886,147.4,173.77,217.52,279.92,326.78
2.7967,38.746,92.848,137.53,173.63,214.07,275.98,296.27
19.385,55.035,81.736,130.25,178.61,208.47,268.96,303.67
-13.5,38.93,105.29,115.45,190.21,222.77,268.63,313.39
-12.411,45.01,76.372,156.84,193.53,211.04,253.08,315.85
17.117,35.569,69.105,146.18,196.54,224.67,287.82,330.16
-7.5281,58.03,98.745,126.76,178,217.75,260.81,297.23
-9.9918,30.385,106.51,117.69,165.77,240.78,279.54,304.94
4.3632,24.988,89.639,157.02,164.32,244.15,271.5,304.5
3.3797,31.692,98.383,117.73,186.27,244.94,287.93,316.39
-1.7039,48.152,68.252,142.86,157.93,202.65,261.11,311.14
-10.071,51.881,72.699,145.92,175.76,209.12,261.26,306.47
20.188,64.723,88.704,128.47,176.92,236.24,278.77,333.88
-4.6753,53.073,82.175,156.52,158.35,218.64,250.07,310.96
-8.6103,57.255,67.667,128.14,175.96,238.1,284.85,298.89
12.524,39.321,107.7,156.98,160.23,243.32,256.26,328.3
0.51847,57.745,108.13,112.54,166.5,245.33,256.75,328.27
-12.515,50.769,85.687,126.09,158.25,211.85,265.06,326.54
-6.9493,61.823,93.373,122.41,165.55,222.04,256.11,322.86
-13.096,40.563,110.87,144.9,195.02,210.73,255.52,295.9
-11.577,37.106,104.91,119.46,189.22,204,264.61,325.69
-1.3408,24.747,106.01,150.49,185.18,243.94,275.75,316.51
-15.684,55.486,87.191,115.22,179.19,223.3,261.26,319.59
10.35,27.328,83.375,149.77,177.83,224.95,277.44,336.34
8.3773,61.062,89.872,156.47,165.58,238.77,272.48,301.56
15.588,47.168,106.43,116.55,157.63,239.59,292.08,299.99
-4.3061,63.876,104.69,121.87,186.68,220.37,252.07,316.34
-3.5071,54.046,98.047,128.39,166.43,212.32,288.13,310.68
-12.099,65.659,104.97,119.01,158.79,230.94,269.76,293.08
-8.9759,30.705,69.64,136.79,170.81,237.04,285.42,314.15
17.977,24.211,83.023,140.18,172.76,219.96,270.31,314.18
8.2648,41.177,110.31,125.8,174.59,220.82,285.32,327.66
14.833,47.881,109.74,113.41,199.3,247.49,273.03,335.88
-17.607,66.921,69.492,154.65,157.8,206.19,266.97,316.77
17.904,29.88,98.929,153.16,197.14,232.14,252.89,335.65
13.361,47.289,101.88,136.25,160.14,223.69,282.93,316.63
8.7526,56.028,90.719,156.91,165.5,245.17,259.16,315.36
6.9839,55.051,105.5,151.56,199.42,235.62,263.84,298.74
-19.763,58.115,106.32,132.5,167.73,233.12,284.51,325.14
-9.3261,30.997,110.59,151.13,159.62,234.16,250.01,323.07
-11.116,31.998,86.831,117.52,194.98,242.38,291.57,294.56
-13.279,51.88,97.958,147.73,174.12,244.9,256.67,294.97
