1.1761,18.527,30.358,57.737,73.832,92.762,114.52,141.17,152.25,189.02,191.51,219.57,232.81,256.46,282.9,304.68,321.98,349.17
8.9333,29.976,42.441,54.455,78.367,90.263,129.83,131.5,151,170.84,201.91,219.82,239.49,264.88,289.33,306.88,311.05,338.95
7.0622,13.785,41.357,69.369,83.899,94.299,112.15,132.83,154.63,179.83,208.06,223.54,245.09,257.11,286.91,294.04,323.27,339.24
-8.6435,19.64,36.149,53.191,73.42,101.4,121.89,132.46,161.67,174.13,198.14,214.77,241.57,253.01,274.18,301.04,314.94,340.43
1.3292,14.831,49.67,68.435,88.122,90.624,117.04,136.91,151.91,180.21,207.28,221.72,235.35,264.25,279.29,292.52,324.21,336
-6.7935,29.038,40.23,53.722,72.979,95.472,113.16,137.23,168,185.61,199.13,228.81,247.93,255.78,283.22,300.35,316.14,342.91
2.7559,11.775,31.681,59.693,77.308,101.21,120.28,135.5,165.5,189.64,195.04,210.44,232.18,256.65,289.43,296.62,316.57,342.44
-1.656,23.217,31.224,58.676,81.975,102.83,120.81,135.32,169.52,182.37,199.12,227.32,239.66,260.96,288.67,295.95,322.65,346.34
6.3859,26.375,30.615,50.799,79.401,106.21,118.89,145.83,150.47,173.29,200.61,217.74,248.82,266.65,281.61,301.7,322.35,341.5
2.55,18.464,40.348,61.615,89.869,108.45,110.36,145.41,158.4,185.57,195.02,220.42,234.48,259.95,275.64,306.64,314.61,345.11
7.91,17.816,34.214,67.692,72.147,95.01,112.27,135.5,159.59,175.9,199.23,210.04,239.3,259.54,279.36,309.25,314.25,336.88
-1.6189,22.902,48.07,66.624,83.242,108.62,124.55,146.85,158.85,188.55,202.22,225.77,239.3,257.27,277.76,291.3,325.71,340.38
-3.9634,18.333,36.472,56.766,72.248,103.31,119.84,142.27,156.3,181.77,205.55,217.21,236.44,268.47,270.28,307.77,315.96,346.76
7.952,21.496,49.92,67.879,76.664,103.72,127.04,138.07,162.82,185.32,197.51,213.93,231.65,256.81,279.13,299.03,321.73,330.15
6.6056,23.642,31.636,52.941,89.981,107.65,128.97,133.81,164.56,183.03,198.31,227.27,246.34,255.98,281.52,295.32,325.22,331.82
1.4187,29.893,35.953,56.284,73.762,92.755,129.2,146.99,154.92,184.22,197.48,210.48,237.97,255.25,272.83,303.06,314.5,337.57
3.9427,22.775,45.891,66.723,75.384,93.441,123.14,148.52,156.14,183.26,208.38,210.39,232.41,260.38,275.43,290.57,322.45,335.45
-2.1918,10.517,37.738,50.776,83.15,103.57,117.68,138.93,161.19,183.42,200.96,224.92,240.71,250.53,287.25,293.87,323.94,334.24
-7.2242,13.615,41.127,56.225,84.25,102.61,124.78,133.77,160.87,184.51,201.88,210.66,236.17,262.17,274.76,294.85,313.29,339.08
4.5329,21.492,32.87,65.519,72.55,92.378,113.47,142.71,167.79,186.3,200.85,224.85,239.75,250.38,283.61,293.23,318.82,334.19
-3.8969,29.794,46.679,53.615,87.542,102.26,121.32,135.47,163.62,177.23,201.8,224.59,240.65,251.09,272.36,296.31,317.85,337.64
-3.0936,24.114,40.443,60.348,71.661,98.515,117.53,146.84,151.74,176.54,200.64,211.24,249.47,261.08,274.03,297.16,327.64,330.67
-2.3583,17.627,40.61,54.028,84.254,93.534,120.01,135.45,155.71,186.19,207.04,222.77,232.98,250.22,274.05,291.81,311.48,331.89
-3.0923,11.616,46.011,69.658,72.396,94.723,111.1,145.89,164.88,189.94,191.31,217.45,243.61,264.74,275.11,308.33,315.92,339.48
-2.427,23.004,44.273,60.597,73.612,100.21,120.94,136.98,155.3,172.59,201.2,220.09,233.96,254.68,272.74,292.19,314.82,330.51
8.764,19.244,37.819,52.445,71.21,95.813,123.96,148.7,155.18,172.28,208.13,224.78,232.43,261.66,276.36,301.13,321.87,349.25
-0.25629,15.541,49.696,64.473,82.125,94.819,110.62,146.66,163.86,171.48,209.56,212.93,242.01,252.57,272.58,302.17,310.24,335.36
0.76134,20.995,34.657,50.193,72.634,103.48,112.51,137.7,169.93,173,204.17,210.51,244.42,253.3,287.75,290.2,318.68,348.07
-6.4125,16.507,37.687,56.401,75.138,101.61,123.88,138.38,167.83,170.07,194.55,217.23,246.55,267.24,286.87,296.97,319.76,337.52
3.4561,23.994,47.227,64.813,76.807,94.213,124.36,133.13,153.46,189.09,206.32,228.08,240.61,256.79,270.65,301.53,321.35,336.29
-8.4754,27.969,43.835,62.82,79.685,90.057,116.67,134.58,151.97,177.98,190.23,226.78,235.24,261.59,282.67,302.88,314.62,342.64
-8.9343,15.98,46.293,67.605,73.416,93.37,124.07,135.39,163.29,175.37,191.15,214.41,243.29,261.91,282.88,298.45,325.47,348.38
-4.4921,25.186,43.432,60.578,87.898,103.91,112.1,148.19,159.16,188.62,190.21,214.64,233.49,261.55,278.53,298.07,312.69,337.77
