11.779,22.509,100.04,133.14,189.92,210.53,258.95,327.66
-18.51,55.065,84.526,134.78,161.39,240.88,257.92,324.42
8.8471,65.578,78.994,148.52,163.3,220,251.38,320.9
-4.2065,59.573,96.39,115.58,180.38,214.76,283.18,333.68
-4.5192,38.416,91.77,154.74,187.18,214.17,270.61,301.45
-8.8688,29.506,75.25,131.98,163.78,209.4,272.87,315.25
-16.328,37.948,97.837,119.96,174.46,246.32,256.16,329.72
5.985,59.253,89.843,122.96,172.59,214.84,285.6,294.71
20.309,53.289,68.138,150.14,185.66,245.05,281.84,310.97
15.939,59.026,104.07,133.35,161.68,243.79,281.85,307.42
4.9989,42.206,111.62,154.98,176.84,208.94,279.24,320.25
-17.736,31.801,110.31,128.07,168.8,229.81,260.12,315.59
-18.936,36.42,88.785,126.52,196.12,226.27,247.53,324.26
21.29,26.78,75.371,121.63,163.24,213.12,279.14,298.18
-10.749,41.604,73.723,146.22,158.99,242.71,255.73,299.28
-12.954,39.107,94.481,141.53,179.01,226.39,291.57,308.9
-7.5945,31.342,92.719,139.15,179.18,237.75,258.01,324.39
22.017,57.178,106.55,119.28,189.1,228.02,258.62,336.26
-21.318,38.721,67.632,141.48,195.19,202.88,249.19,297.65
-12.829,40.856,107.92,120.49,174.07,245.68,259.91,294.63
14.028,34.288,77.723,116.76,164.03,217.82,270.29,320.13
2.6666,23.141,101.93,138.16,201.73,220.78,277.48,332.42
21.562,27.301,96.151,141.9,188.43,232.4,278.68,324.78
8.2533,26.763,109.37,147.16,165.72,225.08,262.28,313.08
7.1149,41.458,84.189,124.92,166.4,207.98,250.04,301.22
-10.314,62.692,86.459,133.38,193.18,228.79,279.08,336.84
14.056,29.69,96.81,143.38,197.08,203.99,259.25,299.69
-3.9225,26.393,87.104,122.96,167.01,209.88,283.52,322.57
20.189,28.209,70.206,130.31,168.88,244.86,258.5,305.6
-7.523,29.711,90.705,132.79,185.89,231.18,284.65,311.39
1.6644,51.338,72.895,117.12,190.78,225.53,253.82,294.01
-19.025,32.64,72.533,145.49,161.44,207.07,277.56,335.36
13.263,28.711,107.11,140.69,161.45,218.47,284.42,301.59
-0.31473,65.317,111.14,135.89,191.65,231.09,272.91,318.22
17.653,38.463,86.591,113.26,180.29,217.82,253.87,333
15.292,36.466,97.103,147.1,196.97,210.72,291.47,317.19
-2.4767,60.012,92.542,133.15,170.34,231.62,277.89,334.49
16.738,52.534,80.724,152.45,181.29,218.14,248.61,322.91
-4.2314,42.759,94.855,123.94,196.28,225.6,269.75,335.98
3.6927,46.264,79.802,153.3,199.53,212.79,266.2,304.42
21.878,50.677,84.15,141.85,196.19,238.28,271.4,337.46
-15.466,65.775,82.734,155.38,197.85,240.92,289.59,319.85
-12.576,24.749,106.73,154.06,198.83,222.23,291.29,304.97
-10.501,37.983,103.65,116.45,192.34,232.8,280.73,308.94
-6.7893,47.619,98.452,115.92,200.56,238.18,278.94,297.77
-12.513,43.76,104.52,126.34,191.56,221.59,281.74,314.85
-1.7291,63.56,90.454,151.08,187.1,211.05,286.96,312.7
-20.948,40.222,99.271,115.52,201.21,229.12,257.02,334.53
-21.255,62.88,95.146,132.92,174.57,210.47,279.01,324.07
1.5294,40.623,101.22,150.88,170.58,241.85,247.82,324.49
17.186,54.308,101.42,151.52,198.81,242.85,250.84,309.38
-6.3433,43.027,111.48,144.18,170.49,210.78,276.23,306.98
-10.404,29.352,100.82,152.47,188.06,204.37,290.27,313.27
-14.651,48.006,77.873,130.3,163.69,230.66,251.92,322.23
12.713,28.171,91.852,129.15,193.58,236.9,259.7,318
-11.906,66.489,112.1,119.5,201.24,238.55,262.45,325.27
-5.9896,33.555,81.045,137.16,194.44,203.54,271.84,303.25
5.0615,48.41,106.49,153.77,199.09,222.15,288.37,325.53
-4.2139,34.805,68.462,122.26,197.7,210.12,249.95,315.92
-2.2625,67.249,111.97,153.03,158.81,204.2,261.45,313.15
-12.166,34.82,87.916,134.8,193.07,229.6,280.2,327.66
8.1756,55.989,80.846,133.82,172.89,204.2,257.53,333.76
9.3652,48.342,112.02,143.12,200.83,247.28,287.55,298.74
-17.183,51.11,105.89,121.93,165.05,244.38,247.54,302.85
-19.822,61.709,76.723,126.67,197.05,217.94,262.74,294.01
21.938,39.277,102.58,148.18,191.67,223.19,292.13,326.7
21.904,29.084,90.561,115.21,195.19,214.26,253.65,327.37
-4.655,49.347,83.873,136.05,180.11,246.33,281.44,300.32
9.4359,26.888,110.54,138.16,194.01,228.69,266.22,330.57
1.6729,62.436,103.21,136.49,168.75,225.23,258.92,321.3
-10.112,29.513,99.075,150.64,193.05,240.6,253.15,315.62
-19.655,42.653,95.8,148.81,161.66,238.37,270.59,307.03
-0.27041,59.375,88.145,153.97,193.98,245.55,273.22,335.18
19.118,55.582,69.649,119.96,198.03,208.42,258.62,333.19
16.273,61.532,81.714,133.58,182.3,219.69,283.28,300.66
0.44567,33.321,108.65,149.76,196.62,228.12,248.21,330.59
19.086,56.601,94.098,138.55,163.04,223.2,267.98,333.51
-19.237,61.506,91.625,154.13,164.83,223.52,276.84,298.04
12.679,61.91,87.229,153.23,186.88,238.69,272.21,329.98
-1.3815,41.319,107.99,147.03,184.69,227.38,279.74,329.13
-12.415,32.188,71.624,143.35,177.6,238.19,249.21,304.81
10.525,60.953,74.587,127.43,165.83,224.97,251.3,324.5
8.0165,48.133,88.003,156.05,166.33,220.01,260.68,312.55
18.866,36.4,92.991,114.3,169.26,223.81,265.4,305.46
5.7667,28.335,103.9,120.95,168.59,217.34,285.07,334.31
12.58,27.296,100.97,152.16,190.33,239.4,284.89,333.81
5.7646,62.819,84.746,149.68,163.31,226.13,252.24,306.46
5.795,62.121,99.203,142.58,168.34,206.68,279.82,293.85
-13.074,32.808,111.92,136.57,175.42,239.93,287.21,311.73
-3.5889,35.906,73.572,127.14,170.22,215.95,266.92,303.79
-14.685,33.597,77.007,142.22,192.95,219.27,280.23,328.55
-6.2939,50,92.628,135.47,195.7,208.16,256.29,299.07
-4.4801,24.517,91.504,123.24,196.8,238.7,252.62,319.35
-8.1972,63.003,94.271,143.91,196.27,222.51,281.19,332.94
-0.72892,59.108,103.73,142.11,174.92,238.2,259.41,319.26
6.5839,64.706,69.622,138.02,201.37,226.85,253.41,319.76
16.14,40.53,68.754,118.8,198.9,204.33,268.12,318.42
4.4592,54.189,92.523,150.93,173.72,202.8,288.89,330.49
15.559,46.179,104.84,140.79,183.12,226.99,276.94,295.41
5.9125,41.67,76.985,151.78,192.53,243.65,285.79,299.35
12.343,40.268,86.468,152.05,161.94,246.32,252.85,318.26
-2.3844,46.947,88.215,131.94,169.53,245.93,283.96,299.38
-7.8852,28.297,87.458,132.25,199.63,228.94,249.82,328.55
-18.498,58.346,96.629,117.6,198.04,229.02,268.99,313.49
-8.2281,43.948,75.754,116.76,167.74,206.73,248.09,318.15
9.3645,33.183,103.81,144.71,157.66,239.27,265.12,337.36
5.4249,46.538,93.055,134.44,177.69,211.28,290.88,326.24
0.49911,26.399,103.15,131.58,193.02,225.4,253,309.26
-15.919,56.188,89.206,120.26,191.94,236.59,261.04,303.83
22.433,59.084,85.117,128.12,177.42,229.3,269.3,310.75
-4.909,44.613,73.306,120.5,170.24,222.11,250.4,309.64
19.162,66.264,97.135,152.37,189.19,209.9,292.06,331.48
6.4972,58.253,95.773,152.82,189.59,246.39,287.78,312.81
-10.596,27.532,72.913,129.88,182.1,209.93,277.5,300.71
7.2196,65.457,74.643,140.44,157.63,239.89,276.95,297.37
-3.9284,51.711,103.27,124.78,193.5,206.92,247.88,315.14
-3.6399,57.602,109.49,116.5,186.58,214.11,265.88,302.3
-9.4394,29.665,85.01,136.17,184.46,210.74,290.14,294.39
8.3935,28.578,88.302,136.6,159.55,216.08,292.01,298.48
-4.0237,56.108,96.555,145.36,178.09,233.92,291.83,325.01
-9.8959,37.154,82.539,118.16,179.82,235.04,282.12,324.93
12.123,25.773,92.133,149.34,187.15,221.37,274.49,296.13
-3.2321,56.017,101.44,141.47,163.05,204.09,272.76,304.03
-10.156,43.282,102.23,126.02,173.81,241.89,267.56,297.86
-9.1042,33.173,78.152,131.46,169.75,230.37,256.89,336.68
-6.0927,23.272,108.04,145.26,179.46,224.91,282.49,312.52
18.515,66.258,96.177,118.25,179.36,228.65,252.94,328.18
8.461,28.798,103.17,141.3,175.81,236.95,284.8,307.4
6.4073,60.696,74.911,146.83,164.35,216.39,253.24,324.09
-11.006,27.52,88.025,130.58,165.64,218.47,263.71,301.44
7.3112,31.864,95.034,127.74,168.7,231.22,262.42,334.94
16,23.146,78.477,115.74,189.83,220.36,262.38,321.56
-17.386,30.618,94.33,153.12,192.69,237,272.09,327.93
-15.508,38.389,91.532,139.46,192.2,224.69,283.09,329.59
