43.21,66.591,202.36,293.45
-42.401,75.185,144.13,271.68
24.669,83.414,203.12,270.74
-32.505,107.81,138.95,233.23
-7.7623,104.49,205.45,295.84
18.98,88.947,188.6,246.92
43.202,69.468,212.03,245.17
37.744,69.701,137.06,292.4
-1.2651,131.93,143.61,246.59
-23.988,89.227,170.61,260.94
-0.25013,102.12,181.5,250.15
30.391,68.29,208.59,303.3
-16.459,106.65,140.43,285.97
-29.121,58.061,209.68,311.34
16.277,52.548,187.93,310.02
-2.5436,80.118,221.68,260.92
37.925,61.506,135.05,253.01
12.292,65.456,177.24,226.21
-30.435,125.41,201.61,281.28
-22.679,59.846,166.61,270.72
-39.462,66.449,193.26,268.57
-21.663,85.612,179.11,299.78
11.465,88.467,164.99,273.38
-13.805,85.669,168.13,291.02
40.376,130.64,150.86,263.02
-23.018,122.3,138.23,287.24
16.667,110.24,151.06,228.1
-18.637,62.85,150.14,282.46
34.055,51.295,178.58,270.28
-32.154,132.59,214.86,299.23
25.325,103.25,151.29,288.19
-21.967,66.807,208.53,293.3
34.932,112.76,169.24,299.16
28.657,53.914,159.82,287.53
-1.8166,53.011,185.5,276.52
-24.277,81.692,162.6,260.41
-40.153,90.034,190.14,229.59
2.1036,109.46,222.58,243.37
-1.1128,70.608,185.97,230.65
-37.257,80.53,218.64,252.24
22.075,104.37,139.03,237.64
-44.822,52.062,219.17,240.91
32.276,131.45,158.6,310.22
13.187,134.97,210.7,247.19
-30.129,111.61,152,295.65
5.5733,122.13,166.85,313.74
-41.425,57.925,141.44,265.86
-40.209,86.513,143.04,294.32
8.7976,53.44,178.75,286.72
-42.153,65.883,223.7,244.61
-40.612,49.082,181.5,283.45
30.247,66.944,205.18,288.7
35.915,106.09,158.97,268.96
14.274,65.952,198.22,237.65
-32.371,98.583,198.86,273.04
-38.485,128.9,210.68,291.53
-25.606,129.59,173.16,277.97
41.024,53.376,204.59,304.1
-20.151,81.515,215.8,269.32
-7.4207,68.646,185.14,263.16
29.702,130.4,194.68,266.88
-7.0255,118.73,183.77,299.01
-4.872,93.398,221.84,240.41
-3.1617,65.472,222.5,248.09
-3.2687,66.135,217.41,273.57
26.536,57.201,167.02,258.92
17.582,113.38,187.28,311.45
-30.472,104.25,188.7,251.09
2.6382,45.406,135.96,238.57
-32.888,72.728,157.6,257.58
10.63,76.506,172.95,303.08
-27.356,119.45,215.09,301
-41.286,114.49,175.88,282.78
-43.499,90.133,202.02,265.36
-9.1102,53.99,216.59,297.01
-39.002,128,163.62,264.47
41.854,73.483,148.91,275.61
22.777,57.615,203.39,236.82
-42.909,132.98,217.7,302.01
6.794,93.665,146.11,286.9
24.844,63.436,203,313.65
2.6994,70.079,139.94,306.49
-2.6115,64.443,167.34,308.83
44.995,94.41,222.93,294.27
33.434,72.877,222.2,309.29
34.413,120.03,168.49,301.31
-40.056,130.96,150.67,309.47
32.214,108.03,140.8,274.99
42.109,48.92,153.76,232.02
26.533,70.125,203.38,257.06
21.445,133.58,155.23,282.01
4.4773,122.62,209.91,277.86
-36.612,102.42,137.76,303.82
38.075,111.32,138.73,279.87
29.419,54.131,209.47,225.37
15.2,98.358,202.01,274.72
4.1056,93.544,174.03,283.79
41.897,70.817,208.39,276.45
-8.3281,80.683,145.41,236.65
-43.004,96.709,150.99,254.38
-43.432,118.8,149.28,244.76
9.6365,60.296,158.78,298.97
-8.6774,126.46,222.39,304.75
-6.2817,114.22,216.38,261.58
-44.919,102.25,138.83,308.07
5.4295,66.711,178.86,253.64
16.949,97.686,135.05,300.9
-10.93,108.17,216.22,232.91
5.5117,132.16,166.38,292.82
-31.226,55.408,188,278.23
-34.274,54.514,187.7,297.56
24.895,124.88,143.87,250.06
-33.573,66.867,203.32,297.8
-13.432,83.705,220.88,261.01
-15.537,82.055,138.36,306.95
-7.2419,110.88,167.83,269.41
33.588,131.12,224.15,297.63
38.494,115.19,168.07,304.82
-20.855,96.365,213.88,238.64
36.584,52.673,201.43,289.05
39.046,99.033,197.8,230.59
14.394,128.77,141.42,297.52
-3.3845,63.567,186.35,304.17
-32.383,128.02,136.94,241.47
43.949,55.582,167.16,242.56
-12.385,91.248,192.39,252.67
-10.072,83.103,190.93,299.64
29.743,122.71,214.04,243.82
-11.914,53.113,153.97,283.61
-15.427,65.405,189.43,278.34
41.867,98.683,148.38,266.52
-21.129,62.255,202.45,264.29
-26.343,113.35,224.74,280.25
-38.914,116.75,197.11,262.94
44.961,130.81,218.55,312.56
8.7648,56.335,188.91,238.82
-21.855,113.13,193.85,270.98
28.204,102.48,191.42,253.47
15.111,99.145,148.55,293.65
-11.81,68.908,160.14,240.89
-41.217,49.87,186.77,244.19
-16.528,90.397,141.37,239.96
40.942,93.819,216.86,244.73
-42.494,68.57,178.65,285.73
32.919,88.884,209.4,233.33
29.09,63.166,173.07,268.57
15.046,85.669,151.42,251.29
-33.853,75.854,144.57,238.89
20.25,60.741,213.16,260.51
-4.9521,112.8,145.47,300.83
-23.142,109.6,217.44,278.77
-31.954,58.774,141.52,254.99
39.127,103.57,223.6,270.06
-3.5128,109.02,189.8,263.93
34.275,49.543,207.51,290.18
39.251,74.254,212.49,250.4
5.3187,101.15,203.14,261.41
-12.205,54.989,191.25,251.22
38.672,82.933,195.74,233.37
20.871,120.86,191.4,301.17
4.3213,112.42,220.9,258.72
12.282,121.99,220.3,297.21
-8.5431,73.934,150.5,270.77
-28.735,62.686,144.98,279.66
7.157,61.099,138.75,290.3
22.269,73.248,144.1,272.96
30.657,52.287,184.16,280.45
34.797,114.99,204.15,239.36
30.046,86.046,193.8,251.22
33.159,132.56,153.16,244.99
-10.687,48.113,194.48,277.81
37.049,93.428,171.67,262.44
27.481,81.495,139.23,282.57
17.5,132.05,221.1,290.5
-27.258,55.003,185.34,232.1
-26.801,76.101,149.13,282.19
5.1536,86.069,211.2,291.4
4.1457,58.893,188.04,284.63
-19.004,118.64,170.6,282
-1.3994,106.49,217.98,314.67
30.778,103.22,200.13,271.77
29.28,100.92,172.88,287.7
30.831,82.076,175.31,225.77
6.6088,47.154,186.6,232.08
-32.051,47.763,217.43,233.69
-6.6961,94.284,211.77,249.01
-43.425,51.625,184.69,284.76
8.4587,70.11,202.39,283.71
-6.0317,90.73,167.69,279.05
-18.676,131.84,211.99,233.55
-41.943,83.606,184.97,309.11
-39.414,75.326,203.61,261.58
-31.757,117.29,142.34,240.68
36.206,85.924,217.87,311.98
-19.239,116.9,224.19,248.91
37.282,90.277,149.77,260.92
10.764,70.422,212.43,240.12
37.566,129.81,170.41,302.58
-28.924,91.359,199.19,291.6
-14.536,112.78,201.48,243.37
9.5614,59.501,207.14,294.61
42.241,69.622,209.57,272.61
15.49,122.81,177.29,274.41
27.216,117.92,168.47,262.25
-39.375,57.377,213.78,231.99
-43.616,115.65,160.84,267.26
-33.311,56.585,170.65,230.21
43.906,99.694,152.02,241.41
-28.147,86.188,180.75,236.81
-19.839,51.447,197.15,287.67
-34.94,56.99,180.89,313.73
-42.152,76.511,156.12,266.95
-19.707,103.36,222.62,269.46
31.485,91.724,205.36,302.55
-35.043,68.798,209.78,237.06
-42.56,64.941,136.76,286.39
2.4133,120.63,217.38,281.44
-20.726,130.45,163.42,256.31
35.619,121.6,169.24,242.94
-8.7777,119.37,215.04,226.74
13.492,97.819,203.74,267.7
25.705,95.395,182.87,294.04
-36.559,103.12,139.85,299.92
37.619,73.25,167.22,283.78
-21.774,90.611,182.59,236.85
-4.7571,122.32,205.72,239.82
40.33,48.923,144.6,301.3
-37.448,93.469,160.57,312.11
-6.4322,89.329,187.47,309.47
1.0807,104.78,207.52,275.68
-44.932,102.19,214.79,280.66
-26.896,49.904,217.71,308.26
-6.3419,74.858,193.33,311.73
36.735,119.21,222.79,278.51
-9.6151,126.37,135.84,269.66
-29.757,112.71,177.25,233.38
3.1556,133.39,187.33,225.59
21.977,100.88,155.31,313.55
13.942,129.68,143.1,271.14
40.1,61.115,175.68,248.79
42.649,92.226,153.51,281.84
30.481,113.74,204.48,287.31
-34.961,69.249,211.4,229.76
-18.431,47.048,206.84,231.18
5.8407,132.47,154.67,270.02
32.73,102.76,167.99,295.35
-9.4942,94.348,219.15,271.83
14.511,106.28,197.94,242.26
13.573,127.68,154.47,229.55
35.52,54.767,151.15,299.48
10.97,101.84,217.15,292.58
-20.289,98.814,172.42,266.67
5.7003,48.268,135.19,252.6
43.535,57.418,178.78,296.15
-26.742,57.156,163.01,265.34
25.571,49.109,215.21,258.36
44.478,92.149,220.12,273.81
7.5161,92.717,164.87,309.12
23.078,103,221.41,241.83
-43.203,59.721,181,294.5
-24.086,63.031,157.12,249.43
37.749,57.922,224.83,241.36
11.439,120.04,145.13,284.34
-4.2824,67.199,142.28,280.43
40.263,106.87,148.73,308.4
0.75049,117.21,173.1,229.03
25.872,54.545,154.26,256.58
5.6927,61.043,162.26,247.72
35.584,55.672,146.68,230.33
38.005,119.02,162.25,245.63
10.256,68.839,153.6,263.53
-23.965,80.679,173.95,307
-44.448,50.438,183.63,268.29
26.276,93.563,201.14,231.21
40.065,78.503,209.06,275.33
44.381,79.588,193.92,313.13
-4.3664,92.721,156.78,269.5
35.921,77.142,154.8,241.3
24.113,108.04,168.74,265.08
-5.1866,132.79,213.16,251.82
14.075,110.05,151.66,236.72
37.079,60.087,153.56,228.74
-30.344,56.038,137.27,283.07
28.895,111.71,179.04,237.87
15.888,99.267,154.96,240.14
-39.829,73.651,170.4,311.51
-14.133,96.759,210.65,254.56
41.885,98.138,154.63,266
33.645,113.68,144.78,294.66
31.384,133.62,162.11,240.86
-3.0973,75.915,149.08,258.92
36.348,69.094,196.86,311.52
23.256,107.84,174.97,231.98
10.705,80.731,206.05,226.42
-7.1361,88.876,220.22,250.18
30.966,93.24,166.65,255.43
9.3417,129.95,171.62,237.21
-14.961,114.99,196.16,297.24
23.048,112.48,193.12,237.8
-1.7529,113.04,177.48,266.76
-17.184,62.992,147.13,225.8
13.752,76.724,144.36,239.42
-24.403,54.613,199.67,227.95
-22.579,92.474,137.45,302.9
-14.062,115.06,196.56,277.67
-42.442,56.882,183.76,265.13
14.562,62.41,153.92,228.05
-12.335,113.54,150.15,310.97
20.606,92.978,167.58,229.99
37.84,123.02,201.87,247.41
21.491,106.15,176.71,261.99
39.858,46.263,161.71,261.54
19.561,111.35,198.73,300.08
17.831,102.33,158.32,301.28
35.861,79.562,197.46,252.33
-5.2272,81.708,169.23,293.15
-14.87,80.017,205.83,298.01
-27.16,53.212,159.81,285.14
-18.362,104.03,156.62,293.61
29.841,93.654,140.78,243.86
-4.5393,134.14,219.3,295.25
-13.282,90.877,184.39,268.22
-4.8917,130.89,206.5,245.79
-31.351,107.06,189.82,246.14
-5.1863,76.44,220.84,269.47
-24.979,86.298,147.78,261.99
-44.119,117.56,218.12,262.63
4.1429,66.49,160.43,287.17
17.032,76.688,218.97,255.61
35.085,83.305,148.69,244.92
-5.4644,113.78,201.11,244.21
-6.5703,94.586,163.23,256.08
0.64028,124.48,214.79,229.77
-14.215,57.25,213.72,277.27
35.251,53.452,143.92,232.77
-26.72,110.34,204.51,270.77
39.841,126.4,171.61,262.65
21.439,80.505,177.37,240.14
-20.078,61.438,141.4,227.12
31.915,55.528,197.68,293.57
14.579,94.171,195.05,295.37
32.226,133.85,203.22,258.17
-42.908,61.646,173.9,263.76
-9.4921,82.143,143.12,249.31
-16.379,70.968,140.95,261.47
