5.2005,15.39,37.422,60.063,86.274,96.389,111.5,147.53,159.5,177.23,209.51,226.87,244.15,265.7,280.44,297.59,319.99,338.5
3.7032,16.221,45.634,67.606,87.566,109.51,125.14,138.81,169.2,173.48,193.89,229.46,231.54,265.64,286.62,292.29,321.14,346.05
9.1523,27.013,38.915,51.505,76.58,109.78,119.88,130.41,153.72,182.32,197.99,220.84,244.04,265.88,283.93,304.97,318.5,330.65
-5.3516,19.43,48.599,52.892,87.373,102.11,112.04,138.92,159.62,185.2,199,218.78,236.65,260.46,272.13,305.01,310.91,330.34
4.9585,17.228,44.964,54.391,81.764,100.55,121.27,147.67,152.86,175.89,196.76,210.22,241.6,267.59,288.52,306.42,322.38,341.3
5.6559,27.084,30.14,63.647,85.809,108.85,116.72,143.07,162.41,180.62,204.11,224.39,243.91,266.18,277.78,307.43,326.49,344.24
9.3967,12.518,36.672,60.752,88.528,94.973,110.02,148.28,168.29,179.73,193.6,210.82,241.19,253.51,283.38,295.68,311.1,339.46
4.1759,23.698,30.664,58.425,86.347,102.22,124.31,147.97,162.65,177.36,197.62,212.14,248.19,259.78,280.52,299.7,311.86,342.91
-5.3702,21.47,40.256,59.509,71.648,91.505,110.7,130.58,157.18,189.66,205.47,216.2,243.48,262.85,289.5,293.06,318.03,347.77
-0.40638,13.823,33.969,63.004,80.836,106.82,121.64,141.13,166.17,171.89,208.47,220.09,243.37,256.11,278.86,292.24,314.91,335.44
-0.3838,11.209,39.419,50.606,87.048,100.52,119.02,143,168.25,188.2,199.34,210.53,234.15,250.61,273.57,294.61,313.19,336
-0.07162,12.648,35.922,54.713,70.8,104.89,119.38,148.92,152.34,182.15,202.25,220.59,237.52,267.65,283.06,292.01,323.46,334.75
4.2522,14.561,36.304,56.026,75.669,90.328,128.84,141.49,152.71,183.64,196.06,227.89,246.76,268.66,289.92,300.63,316.77,346.37
2.3187,16.063,37.78,68.696,86.484,100.96,121.92,135.24,167.65,174.97,205.88,214.61,230.19,267.89,270.1,296.56,323.62,333.66
-4.4064,22.741,35.019,61.16,79.618,106.17,117.83,133.38,155.33,176.11,196.25,218.37,243.8,267.29,271.39,300.33,314.85,346.4
-5.0182,27.284,38.962,51.757,82.924,95.927,117.6,137.87,165.39,187.78,198.55,212.24,240.71,262.33,271.39,297.02,323.87,333.79
