-0.78721,17.164,71.057,92.037,115.28,141.36,190.68,197.62,247.99,259.03,313.73,343.45
3.7185,33.131,72.926,101.29,127.07,137.97,182.32,211.72,228.63,284.35,306.54,335.07
-14.596,20.795,51.789,90.292,112.79,135.43,174.64,205.71,230.93,280.86,298.79,322.49
-3.8675,28.83,57.114,96.021,105.03,164.38,166.93,195.43,245.85,265.87,295.84,319.11
-3.7727,15.883,72.447,86.563,127.42,138.48,180.08,206.15,242.87,258.97,312.04,344.23
10.403,28.08,74.951,77.098,130.79,161.84,169.05,209.51,240.23,264.66,295.74,341.92
-8.207,41.328,67.544,82.472,112.46,157.04,182.38,211.71,243.12,257.48,287.78,340.71
14.861,23.499,62.06,99.254,130.94,141.14,177.91,206.03,245.88,273,290.06,342.44
-4.4742,28.08,71.494,103.69,106.08,151.12,192.18,200.01,226.03,259.74,313.14,325.22
14.204,32.999,51.197,80.783,120.68,164.56,183.52,223.53,250.01,272.64,313.29,329.17
13.642,39.839,69.518,102.24,121.87,151.71,174.45,201.54,242.19,284.62,305.21,344.78
7.2826,30.88,65.82,83.82,130.97,151.75,179.5,205.28,253.52,283.52,312.46,343.59
5.2148,42.793,51.95,103.01,112.9,142.74,180.77,219.63,230.09,280.12,311.61,324.24
-12.39,22.902,49.723,99.081,129.71,143.19,193.59,222.57,239.74,256.58,296.04,331.93
-2.8057,43.767,70.05,95.196,132.95,151.35,170.39,215.99,253.03,266.84,303.51,338.03
9.3897,34.93,61.684,79.381,127.38,149.74,189.55,208.71,238.6,258,314.67,338.22
-9.8669,34.191,58.3,89.315,117.01,142.54,171.59,213.71,228.09,281.5,302.57,328.61
-1.0737,44.19,51.393,102.26,124.07,158.11,173.23,213.41,244.8,273.65,308.3,341.21
-2.6453,44.681,67.32,89.067,105.03,157.13,194.28,213.01,230.21,283.18,296.43,327.07
-0.93771,18.44,73.939,79.273,112.21,139.14,177.37,203.17,226.52,284.34,300.99,342.13
5.4506,18.896,59.8,99.928,134.87,159.85,194.22,200.78,242.85,270.31,308.94,343.05
-9.7413,42.665,68.105,79.301,118.05,163.23,170.26,198.1,249.57,270.11,309.32,334.74
-8.9506,34.012,55.776,77.337,108.94,145.14,166.98,198.15,248.77,278.29,290.33,333.56
2.9539,25.741,57.062,86.282,132.19,140.67,183.98,213.95,237.73,265.25,311.49,319.48
5.3142,44.901,47.419,95.963,109.04,163.36,186.71,210.4,242.49,263.02,285.8,333.3
5.8923,20.202,65.325,95.245,108.86,143.33,167.06,196.18,229.24,271.56,299.35,332.9
-3.3184,36.282,48.169,89.09,112.01,140.12,180.39,211.24,245.74,267.11,296.66,316.06
-0.54035,25.254,60.882,83.523,116.67,144.51,184.07,202.48,232.67,274.45,285.63,328.01
13.212,28.027,47.719,102.26,133.38,136.68,171.1,222.33,248.55,256.94,298.13,322.35
3.144,25.63,51.492,98.686,108.65,142.63,177.25,224.28,235.02,270.93,314.17,338.73
5.5036,24.18,55.002,78.213,119.74,142.56,176.7,222.04,230.38,283.47,285.14,344.45
-12.195,44.746,55.692,75.678,105.8,137.35,192.72,221.09,247.39,282.93,295.87,326.05
11.779,37.546,51.073,82.657,124.72,153.81,190.24,211.59,249.85,257.76,286.89,328.42
-5.7563,29.885,71.833,86.396,117.51,141.2,169.24,224.98,244.29,283.81,287.56,337.25
-2.1548,43.237,60.987,83.999,124.08,142.03,182.03,199.69,236.42,281.29,294.02,344.55
-5.9928,22.708,45.415,76.549,107.96,159.66,166.4,203.57,246.22,261.36,309.42,316.78
-12.77,34.709,64.299,91.771,111.11,146.41,190.71,199.59,225.49,262.17,288.77,318.78
7.9733,26.93,65.342,102.32,111.98,157.07,185.99,197.74,238.19,280.54,285.99,320.45
3.3724,24.941,48.069,82.546,128.98,154.47,185.57,195.68,232.46,276.83,290.46,336
13.417,30.851,64.161,84.423,109.72,135.83,190.87,220.33,242.56,273.7,288.59,332.6
12.008,23.162,57.343,103.16,112.99,161.23,166.85,205.37,250.8,276.35,303.92,334.92
14.159,38.719,70.567,90.023,115.77,162.38,169.13,223.37,249.43,277.84,307.84,342.88
3.9961,32.945,45.232,87.125,131.38,136.32,184.18,204.97,235.58,280.99,310.11,319.44
7.7944,42.263,50.949,94.071,131.5,157.2,193.65,207.95,238.43,268.11,312.88,332.67
-5.6914,28.09,72.153,97.605,122.67,160.75,174.2,221.81,241.21,273.93,298.56,316.33
-2.2213,15.899,60.212,84.888,120.1,136.97,166.76,204.46,226.11,273.15,311.27,338.24
-6.2841,38.891,61.282,90.295,131.12,162.96,166.75,212.66,252.84,268.4,294.91,317.41
8.3618,22.497,59.367,86.426,122.43,157.18,172.28,216.67,244.62,268.11,285.83,322.07
9.0282,39.007,47.86,86.042,131.25,162.05,175.6,195.28,241.03,272.3,313.48,340.79
0.28157,41.495,48.69,92.152,130.86,135.7,186.67,219.34,246,265.43,292.54,325.37
0.82857,19.278,66.291,88.435,127.59,138.74,194.47,199.24,238.48,267.27,301.95,329.66
9.7029,44.569,68.376,93.098,132.2,143.7,180.49,199.41,231.85,267.92,287.34,343.5
2.3447,32.16,65.354,86.938,127.29,163.8,177.52,204.09,230.4,271.81,291.48,339.26
-1.2877,33.331,52.169,87.049,128.4,157.32,194.38,198.97,253.89,266.24,308.26,341.9
0.82283,27.897,74.291,82.554,108.35,155.73,180.31,208.15,242.31,263.56,307.37,332.2
-13.491,44.575,45.181,100.55,118.6,135.39,186,215.81,254.34,279.69,300.02,335.88
-1.1149,25.774,59.564,89.964,121.27,147.55,188.06,204.77,243.45,268.66,310.53,331.23
7.7003,39.682,50.179,85.092,106.6,153.32,165.64,203.26,236.45,266.02,286.52,339.49
-6.3657,35.046,68.53,95.378,115.03,146.81,193.54,221.21,240.89,258.28,314.86,332.65
-9.3527,19.836,61.804,92.469,105.75,138.31,175.39,211.57,249.33,264.64,294.25,319.59
-11.019,34.852,57.57,76.5,130.55,147.01,195,214.78,240.98,267.17,296.4,344.42
4.8555,44.589,70.706,78.939,126.34,138.65,171.84,202.48,237.83,282.15,314.64,328.36
-2.6012,31.785,48.496,76.984,124.82,160.88,180.6,212.53,243.59,265.29,296.96,328.99
