14.743,60.494,148.97,313.14
32.187,101.85,158.67,280.09
-0.24003,71.967,157.04,305.96
0.6305,79.691,202.61,271.45
40.131,58.692,161.88,262.63
44.705,50.892,147.37,244.98
11.49,70.83,157.1,284.89
-42.332,58.372,214.84,259.88
30.116,123.16,169.06,242.84
-17.699,76.58,203.15,234.04
14.027,102.72,190.6,309.49
-31.837,123.18,203.1,278.81
2.8786,78.326,224.52,235.94
23.781,99.993,143.3,249.68
17.596,89.286,219.87,295.65
11.774,95.219,185.34,274.61
15.449,70.127,173.93,239.61
-12.735,99.948,181.8,309.69
44.954,74.52,204.22,312.8
-35.707,99.36,204.69,230.2
12.562,104.33,219.65,277.48
-3.5774,127.19,220.5,307.7
-22.881,81.382,157.96,229.05
6.1879,69.923,160.96,270.91
34.647,107.15,142.24,314.95
-40.75,123.05,219.91,300.7
-5.5583,46.857,220.3,261.98
-3.5986,83.656,214.96,298.88
-11.556,53.188,151.36,306.47
-21.81,95.685,221.89,269.09
-10.067,134.93,187.07,307.63
31.529,126.97,149.41,245.55
30.567,108.97,221.69,286.48
-35.617,54.012,199.11,243.24
-24.548,110.52,140.68,311.01
-0.74899,61.054,137.17,306.43
44.774,129.03,191.95,310.56
-44.784,123.34,210.48,249.77
22.462,82.361,163.85,265.84
35.102,79.667,191.79,273.12
30.243,110.25,205.18,236.85
-32.984,106.56,148.64,280.28
23.04,93.921,190.42,305.39
29.694,132.97,214.62,282.66
-20.496,95.591,163.9,237.4
26.965,68.907,216.12,227.94
-41.912,132.93,171.4,269.12
-25.479,131.1,146.42,247.86
-1.1214,111.87,147.02,266.16
-33.701,107.81,136.59,271.31
11.849,120.93,191.44,248.18
-31.223,51.738,140.93,248.28
23.727,52.029,143.37,273.96
-32.245,76.663,217.82,301.35
23.358,126.72,152.9,313.02
42.573,118.32,171.67,300.71
38.125,120.22,202.39,278.65
-12.112,74.453,138.39,304.89
-22.749,103.53,181.07,309.49
-19.65,79.064,164.31,233.67
-41.658,123.88,177.74,246.74
-42.016,116.2,202.56,312.89
-4.7316,96.142,183.97,289.09
